# ATCA calibrator list retrieved on 2011-10-10
0834-196, radec atca_cal, 08:37:11.1820, -19:51:56.810
0837+035, radec atca_cal, 08:39:49.195829, 03:19:53.858020
0837+012, radec atca_cal, 08:39:49.610999, 01:04:26.735700
0841-60, radec atca_cal, 08:42:26.56101, -60:53:50.4044
0843-54, radec atca_cal, 08:45:02.48216, -54:58:08.5449
j0845-6527, radec atca_cal, 08:45:11.33544, -65:27:23.1654
0842+048, radec atca_cal, 08:45:17.1444, 04:39:47.361
j0845-5555, radec atca_cal, 08:45:49.67921, -55:55:26.7467
0843-259, radec atca_cal, 08:46:00.733855, -26:10:54.155700
j0851-5228, radec atca_cal, 08:51:55.84860, -52:28:12.7847
j0851-5441, radec atca_cal, 08:51:57.93078, -54:41:33.7599
j0852-5755, radec atca_cal, 08:52:38.72534, -57:55:29.8132
0850-206, radec atca_cal, 08:53:00.2659, -20:47:28.094
0851+071, radec atca_cal, 08:53:48.1908, 06:54:47.227
0851+075, radec atca_cal, 08:54:35.0369, 07:20:24.137
0851+202, radec atca_cal, 08:54:48.874925, 20:06:30.640880
j0855-7149, radec atca_cal, 08:55:11.76989, -71:49:06.4571
j0857-7719, radec atca_cal, 08:57:42.62745, -77:19:31.8249
0858-279, radec atca_cal, 09:00:40.0390, -28:08:20.350
j0901-6636, radec atca_cal, 09:01:15.50953, -66:36:33.2595
0859-140, radec atca_cal, 09:02:16.830907, -14:15:30.875380
0906-682, radec atca_cal, 09:06:52.44, -68:29:39.8
0906-47, radec atca_cal, 09:08:42.308, -47:36:51.15
0906+015, radec atca_cal, 09:09:10.091597, 01:21:35.617650
j0909-7445, radec atca_cal, 09:09:20.94498, -74:45:08.1478
0907+022, radec atca_cal, 09:09:39.8481, 02:00:05.268
0912+029, radec atca_cal, 09:14:37.913450, 02:45:59.245970
0913+003, radec atca_cal, 09:15:51.6955, 00:07:13.304
j0919-5340, radec atca_cal, 09:19:44.03890, -53:40:06.4446
0918+082, radec atca_cal, 09:21:01.0648, 08:05:05.671
0919-260, radec atca_cal, 09:21:29.353874, -26:18:43.386040
j0921-8209, radec atca_cal, 09:21:42.69727, -82:09:36.2200
0920-397, radec atca_cal, 09:22:46.418268, -39:59:35.067510
j0923-6648, radec atca_cal, 09:23:47.52144, -66:48:37.1309
0922+005, radec atca_cal, 09:25:07.815028, 00:19:13.933410
0925-203, radec atca_cal, 09:27:51.824323, -20:34:51.232660
0928+008, radec atca_cal, 09:30:52.2542, 00:34:58.941
j0931-6229, radec atca_cal, 09:31:27.56030, -62:29:35.6578
j0932-6419, radec atca_cal, 09:32:16.08028, -64:19:17.4321
0932+094, radec atca_cal, 09:35:13.6411, 09:15:07.813
j0938-6556, radec atca_cal, 09:38:41.84705, -65:56:13.3116
0939-608, radec atca_cal, 09:40:47.35921, -61:07:28.3796
j0942-7731, radec atca_cal, 09:42:42.75220, -77:31:11.8475
0941-080, radec atca_cal, 09:43:36.944364, -08:19:30.812400
0945-321, radec atca_cal, 09:48:09.51255, -32:23:47.4391
0946+006, radec atca_cal, 09:48:57.3209, 00:22:25.563
j0953-6924, radec atca_cal, 09:53:20.50192, -69:24:24.6268
0953+254, radec atca_cal, 09:56:49.875361, 25:15:16.049770
0956-40, radec atca_cal, 09:58:38.287, -41:10:33.37
0959-443, radec atca_cal, 10:01:59.908051, -44:38:00.603130
j1002-7008, radec atca_cal, 10:02:21.76075, -70:08:16.2441
1004-50, radec atca_cal, 10:06:14.013, -50:18:13.43
1004-018, radec atca_cal, 10:07:04.349917, -02:07:10.917720
j1007-5356, radec atca_cal, 10:07:21.28815, -53:56:41.6724
1004+141, radec atca_cal, 10:07:41.498079, 13:56:29.600940
1005+077, radec atca_cal, 10:08:00.0160, 07:30:16.552
1005+066, radec atca_cal, 10:08:00.816171, 06:21:21.215060
1008+066, radec atca_cal, 10:11:00.3600, 06:24:40.200
1012+232, radec atca_cal, 10:14:47.065445, 23:01:16.570910
1012-44, radec atca_cal, 10:14:50.35493756, -45:08:41.1543310
1013+054, radec atca_cal, 10:16:03.136474, 05:13:02.340380
j1017-5224, radec atca_cal, 10:17:17.33920, -52:24:47.3630
1015-314, radec atca_cal, 10:18:09.2675, -31:44:13.983
1015+057, radec atca_cal, 10:18:27.848293, 05:30:29.961330
1016-311, radec atca_cal, 10:18:28.75349660, -31:23:53.8499603
j1019-6047, radec atca_cal, 10:19:53.50256, -60:47:48.3392
1018-426, radec atca_cal, 10:20:03.3547, -42:51:41.536
1022-66, radec atca_cal, 10:23:43.53312417, -66:46:48.7184771
1021-006, radec atca_cal, 10:24:29.586611, -00:52:55.497850
j1028-6441, radec atca_cal, 10:28:03.54980, -64:41:16.2182
1025+031, radec atca_cal, 10:28:20.401279, 02:55:22.471330
1026+055, radec atca_cal, 10:29:21.8307, 05:19:38.756
1030-340, radec atca_cal, 10:33:13.0866, -34:18:45.424
1032-199, radec atca_cal, 10:35:02.155274, -20:11:34.359750
j1036-5047, radec atca_cal, 10:36:43.97307, -50:47:43.3254
1034-293, radec atca_cal, 10:37:16.079734, -29:34:02.813220
1035+046, radec atca_cal, 10:37:39.3399, 04:24:01.749
1036-697, radec atca_cal, 10:38:28.56, -70:03:08.9
1036-52, radec atca_cal, 10:38:40.65663, -53:11:43.2686
1036+054, radec atca_cal, 10:38:46.7803, 05:12:29.096
1036-154, radec atca_cal, 10:39:06.705086, -15:41:06.691840
1038+064, radec atca_cal, 10:41:17.162504, 06:10:16.923780
j1041-6431, radec atca_cal, 10:41:17.24626, -64:31:02.0401
1039+029, radec atca_cal, 10:41:38.8819, 02:42:30.816
1039-47, radec atca_cal, 10:41:44.64947, -47:40:00.0641
1041-45, radec atca_cal, 10:43:51.420, -45:30:09.76
1042+071, radec atca_cal, 10:44:55.911239, 06:55:38.262770
1045-62, radec atca_cal, 10:47:42.951, -62:17:14.53
1045-188, radec atca_cal, 10:48:06.620606, -19:09:35.726950
1045+011, radec atca_cal, 10:48:07.7454, 00:55:43.478
j1048-4639, radec atca_cal, 10:48:18.00845, -46:39:17.4576
1046-409, radec atca_cal, 10:48:38.2710, -41:14:00.080
j1050-7254, radec atca_cal, 10:50:45.24979, -72:54:32.3103
1048-47, radec atca_cal, 10:50:53.40334, -47:19:04.5545
1048-313, radec atca_cal, 10:51:04.778, -31:38:14.31
1049-53, radec atca_cal, 10:51:09.09981, -53:44:46.5397
j1053-5546, radec atca_cal, 10:53:51.61876, -55:46:50.1764
j1055-5413, radec atca_cal, 10:55:17.20816, -54:13:31.6394
1055-242, radec atca_cal, 10:57:55.410047, -24:33:48.871750
1055+018, radec atca_cal, 10:58:29.605209, 01:33:58.823720
1057-797, radec atca_cal, 10:58:43.311, -80:03:54.16
j1100-4249, radec atca_cal, 11:00:50.31787, -42:49:13.2993
1059-63, radec atca_cal, 11:01:54.37912, -63:25:22.5975
j1102-4404, radec atca_cal, 11:02:04.83613, -44:04:22.8403
j1103-5626, radec atca_cal, 11:03:15.38502, -56:26:35.5514
1101-325, radec atca_cal, 11:03:31.526418, -32:51:16.691690
1101-536, radec atca_cal, 11:03:52.221639, -53:57:00.69607
1103-208, radec atca_cal, 11:06:22.3200, -21:08:59.642
1104-445, radec atca_cal, 11:07:08.695, -44:49:07.62
1105-680, radec atca_cal, 11:07:12.695, -68:20:50.73
j1108-4329, radec atca_cal, 11:08:32.21090, -43:29:40.0945
j1109-4815, radec atca_cal, 11:09:18.86421, -48:15:19.2669
1109-56, radec atca_cal, 11:12:07.267, -57:03:39.73
1110-217, radec atca_cal, 11:12:49.848703, -21:58:29.351860
1113+087, radec atca_cal, 11:16:09.9728, 08:29:22.023
1116-462, radec atca_cal, 11:18:26.957587, -46:34:15.00077
1116-027, radec atca_cal, 11:19:25.3000, -03:02:51.320
1117-248, radec atca_cal, 11:20:09.120788, -25:08:07.608300
1118+073, radec atca_cal, 11:20:38.4439, 07:04:47.158
1120+057, radec atca_cal, 11:23:09.1206, 05:30:20.774
j1123-6417, radec atca_cal, 11:23:19.41573, -64:17:36.1959
j1123-5334, radec atca_cal, 11:23:54.33144, -53:34:17.1328
1123-351, radec atca_cal, 11:25:52.93, -35:23:43.00
1123+264, radec atca_cal, 11:25:53.711925, 26:10:19.978680
1124-186, radec atca_cal, 11:27:04.392448, -18:57:17.441660
1127-145, radec atca_cal, 11:30:07.052580, -14:49:27.388160
1128+090, radec atca_cal, 11:30:35.9503, 08:46:43.088
1128-047, radec atca_cal, 11:31:30.516732, -05:00:19.657360
1129-58, radec atca_cal, 11:31:43.287, -58:18:53.33
j1132-5606, radec atca_cal, 11:32:16.41525, -56:06:44.7309
1130+008, radec atca_cal, 11:32:45.6189, 00:34:27.821
1130+005, radec atca_cal, 11:33:03.0298, 00:15:48.981
1130+009, radec atca_cal, 11:33:20.055797, 00:40:52.837200
1133-681, radec atca_cal, 11:36:02.09920, -68:27:05.8189
1136-135, radec atca_cal, 11:39:10.702580, -13:50:43.639870
1140-114, radec atca_cal, 11:42:35.0059, -11:41:47.838
1142+052, radec atca_cal, 11:45:21.3159, 04:55:26.699
1142-225, radec atca_cal, 11:45:22.046820, -22:50:31.342980
j1145-4836, radec atca_cal, 11:45:31.04249, -48:36:10.0455
1143-245, radec atca_cal, 11:46:08.103374, -24:47:32.896810
1143-287, radec atca_cal, 11:46:26.188639, -28:59:18.504680
1143-332, radec atca_cal, 11:46:28.4520, -33:28:42.660
1144-379, radec atca_cal, 11:47:01.371, -38:12:11.02
j1147-6753, radec atca_cal, 11:47:33.40066, -67:53:41.7660
1145-071, radec atca_cal, 11:47:51.554036, -07:24:41.141090
j1148-6745, radec atca_cal, 11:48:18.14694, -67:45:38.5828
j1150-5416, radec atca_cal, 11:50:33.95555, -54:16:42.3382
1148-001, radec atca_cal, 11:50:43.870761, -00:23:54.204900
1148-671, radec atca_cal, 11:51:13.427, -67:28:11.10
j1152-0841, radec atca_cal, 11:52:17.2095, -08:41:03.313
j1152-8344, radec atca_cal, 11:52:53.22324, -83:44:09.4358
1151-350, radec atca_cal, 11:53:36.071, -35:22:32.24
j1154-6542, radec atca_cal, 11:54:15.04883, -65:42:16.3770
1151-348, radec atca_cal, 11:54:21.78718, -35:05:29.0763
1156-221, radec atca_cal, 11:59:11.267271, -22:28:36.902200
1156+101, radec atca_cal, 11:59:11.8674, 09:54:47.014
1156-094, radec atca_cal, 11:59:12.711685, -09:40:52.048720
1156+295, radec atca_cal, 11:59:31.833911, 29:14:43.826940
1157-215, radec atca_cal, 11:59:51.906135, -21:48:53.707610
1159-515, radec atca_cal, 12:01:43.27308, -51:50:34.4753
j1204-5055, radec atca_cal, 12:04:58.99318, -50:55:56.6265
1203-262, radec atca_cal, 12:05:33.212335, -26:34:04.464570
1204+057, radec atca_cal, 12:06:58.0281, 05:29:52.266
j1207-4734, radec atca_cal, 12:07:24.07101, -47:34:53.9975
j1208-7809, radec atca_cal, 12:08:18.35522, -78:09:48.6142
1206-238, radec atca_cal, 12:09:02.445128, -24:06:20.759560
1206-399, radec atca_cal, 12:09:35.243358, -40:16:13.100240
1207-319, radec atca_cal, 12:09:40.04464, -32:14:53.1072
1213-172, radec atca_cal, 12:15:46.751770, -17:31:45.402890
1214-60, radec atca_cal, 12:17:05.634, -61:13:25.41
1215-457, radec atca_cal, 12:18:06.25070, -46:00:28.9909
1217+023, radec atca_cal, 12:20:11.8851, 02:03:42.221
1217-55, radec atca_cal, 12:20:26.365, -56:04:42.58
1219+285, radec atca_cal, 12:21:31.690515, 28:13:58.500260
j1221-4559, radec atca_cal, 12:21:46.76446, -45:59:06.3919
1219+054, radec atca_cal, 12:21:52.3345, 05:10:16.072
j1222-6035, radec atca_cal, 12:22:06.26752, -60:35:32.2823
j1222-4122, radec atca_cal, 12:22:10.15820, -41:22:57.5215
1219+044, radec atca_cal, 12:22:22.549618, 04:13:15.776300
1221-665, radec atca_cal, 12:24:31.68, -66:50:12.50
1222+037, radec atca_cal, 12:24:52.421938, 03:30:50.292910
1221-829, radec atca_cal, 12:24:54.384, -83:13:10.11
j1225-4936, radec atca_cal, 12:25:43.19676, -49:36:46.1322
j1226-4557, radec atca_cal, 12:26:47.77492, -45:57:38.7833
1226+023, radec atca_cal, 12:29:06.699729, 02:03:08.598190
j1229-6003, radec atca_cal, 12:29:26.89421, -60:03:37.0179
1228+045, radec atca_cal, 12:31:27.5863, 04:18:01.895
1232-416, radec atca_cal, 12:35:41.958, -41:53:18.65
j1237-7235, radec atca_cal, 12:37:11.73311, -72:35:31.3061
1234-504, radec atca_cal, 12:37:15.238, -50:46:23.17
1235+076, radec atca_cal, 12:38:02.4464, 07:23:21.833
1236+077, radec atca_cal, 12:39:24.588312, 07:30:17.189090
1237-101, radec atca_cal, 12:39:43.061498, -10:23:28.692800
1236-684, radec atca_cal, 12:39:46.652, -68:45:30.89
1239-044, radec atca_cal, 12:42:19.6650, -04:46:20.710
j1243-6811, radec atca_cal, 12:43:45.21929, -68:11:03.4329
j1244-5213, radec atca_cal, 12:44:32.98143, -52:13:00.7622
1243-412, radec atca_cal, 12:45:57.639, -41:28:45.33
1243-072, radec atca_cal, 12:46:04.232113, -07:30:46.574500
1244-255, radec atca_cal, 12:46:46.802040, -25:47:49.288830
1245-197, radec atca_cal, 12:48:23.898197, -19:59:18.587620
j1252-6737, radec atca_cal, 12:52:43.21058, -67:37:38.7418
1252+119, radec atca_cal, 12:54:38.255601, 11:41:05.895070
1252+028, radec atca_cal, 12:54:45.4650, 02:33:28.956
j1254-6111, radec atca_cal, 12:54:46.57832, -61:11:34.9674
1251-713, radec atca_cal, 12:54:59.922, -71:38:18.44
j1256-6449, radec atca_cal, 12:56:03.40368, -64:49:14.8139
1253-055, radec atca_cal, 12:56:11.166560, -05:47:21.524580
1255-316, radec atca_cal, 12:57:59.061, -31:55:16.85
1256-220, radec atca_cal, 12:58:54.478780, -22:19:31.125450
1258+087, radec atca_cal, 13:00:36.4388, 08:28:02.858
j1303-5540, radec atca_cal, 13:03:49.21607, -55:40:31.6070
1302-102, radec atca_cal, 13:05:33.015026, -10:33:19.428210
1305-668, radec atca_cal, 13:08:17.37468, -67:07:05.2273
j1308-4352, radec atca_cal, 13:08:22.58691, -43:52:03.7464
1306-095, radec atca_cal, 13:08:39.1690, -09:50:32.680
1307+010, radec atca_cal, 13:10:28.5027, 00:44:08.870
1308-220, radec atca_cal, 13:11:39.3347, -22:16:41.748
j1312-7724, radec atca_cal, 13:12:38.75349, -77:24:13.3214
1313-333, radec atca_cal, 13:16:07.986, -33:38:59.17
j1317-4522, radec atca_cal, 13:17:39.61583, -45:22:19.4621
1315-46, radec atca_cal, 13:18:30.064, -46:20:34.90
j1322-8419, radec atca_cal, 13:22:27.52572, -84:19:34.1316
j1322-6532, radec atca_cal, 13:22:53.88821, -65:32:19.8918
1320-446, radec atca_cal, 13:23:04.245395, -44:52:33.85468
1322-427, radec atca_cal, 13:25:27.615544, -43:01:08.80365
j1326-5256, radec atca_cal, 13:26:49.21, -52:56:23.5
j1327-4214, radec atca_cal, 13:27:36.06272, -42:14:32.3188
1325-55, radec atca_cal, 13:29:1.14490927, -56:08:2.6658418
j1330-7003, radec atca_cal, 13:30:11.07683, -70:03:13.0779
1327-311, radec atca_cal, 13:30:19.08405, -31:22:59.1355
1328+307, radec atca_cal, 13:31:08.287984, 30:30:32.958850
1329-665, radec atca_cal, 13:32:37.52734123, -66:46:50.3491764
1334-127, radec atca_cal, 13:37:39.782780, -12:57:24.693230
1335-061, radec atca_cal, 13:38:08.0700, -06:27:11.200
1336-260, radec atca_cal, 13:39:19.890748, -26:20:30.495900
1338-58, radec atca_cal, 13:42:13.497, -58:27:59.13
j1345-6936, radec atca_cal, 13:45:11.85196, -69:36:51.5071
1343-300, radec atca_cal, 13:45:51.513, -30:15:04.54
1344-078, radec atca_cal, 13:47:01.5230, -08:03:23.840
1345+125, radec atca_cal, 13:47:33.361645, 12:17:24.238900
1346-391, radec atca_cal, 13:49:51.1675, -39:22:50.268
1349-145, radec atca_cal, 13:51:52.649611, -14:49:14.555740
1337-875, radec atca_cal, 13:52:16.27, -87:50:38.91
j1352-4150, radec atca_cal, 13:52:48.34660, -41:50:29.8122
1349-439, radec atca_cal, 13:52:56.535, -44:12:40.39
j1353-8751, radec atca_cal, 13:53:03.22410, -87:51:08.1489
1351-018, radec atca_cal, 13:54:06.895319, -02:06:03.190510
j1354-7353, radec atca_cal, 13:54:44.90872, -73:53:41.9668
j1354-1041, radec atca_cal, 13:54:46.5186, -10:41:02.656
j1355-5236, radec atca_cal, 13:55:32.65015, -52:36:43.6814
1352-63, radec atca_cal, 13:55:46.632, -63:26:42.62
1353-341, radec atca_cal, 13:56:05.3836, -34:21:10.824
1354-174, radec atca_cal, 13:57:06.074200, -17:44:01.904130
1354-152, radec atca_cal, 13:57:11.244974, -15:27:28.786530
1356+022, radec atca_cal, 13:59:27.1478, 01:59:54.543
j1400-5604, radec atca_cal, 14:00:41.77778, -56:04:55.5728
1402-012, radec atca_cal, 14:04:45.895457, -01:30:21.946690
1402+044, radec atca_cal, 14:05:01.119812, 04:15:35.818950
j1405-6904, radec atca_cal, 14:05:28.38408, -69:04:02.1538
1404+286, radec atca_cal, 14:07:00.394410, 28:27:14.689980
j1407-4302, radec atca_cal, 14:07:39.72102, -43:02:31.9379
j1408-5712, radec atca_cal, 14:08:26.11576, -57:12:53.5261
1406-076, radec atca_cal, 14:08:56.481200, -07:52:26.666330
1406-267, radec atca_cal, 14:09:50.169776, -26:57:36.979720
1407+022, radec atca_cal, 14:10:04.6563, 02:03:06.883
1408+077, radec atca_cal, 14:10:35.0752, 07:31:21.476
1412-368, radec atca_cal, 14:15:26.01634694, -37:05:26.9701647
1413+135, radec atca_cal, 14:15:58.817499, 13:20:23.712600
1414-59, radec atca_cal, 14:17:41.640, -59:50:37.53
1416+067, radec atca_cal, 14:19:08.180173, 06:28:34.803490
j1421-4820, radec atca_cal, 14:21:38.64669, -48:20:22.7955
1421-490, radec atca_cal, 14:24:32.23734, -49:13:49.7437
j1424-7241, radec atca_cal, 14:24:52.23821, -72:41:17.0948
1422-297, radec atca_cal, 14:25:29.1162, -29:59:54.331
j1427-3306, radec atca_cal, 14:27:41.549, -33:05:32.01
1424-418, radec atca_cal, 14:27:56.29756258, -42:06:19.4376191
1425-274, radec atca_cal, 14:28:28.1931, -27:41:51.042
j1431-4501, radec atca_cal, 14:31:00.50130, -45:01:01.4942
1430-178, radec atca_cal, 14:32:57.690643, -18:01:35.248850
1430-155, radec atca_cal, 14:33:21.459309, -15:48:44.687310
j1433-8341, radec atca_cal, 14:33:28.42917, -83:41:08.7090
1431-48, radec atca_cal, 14:35:16.797, -48:21:47.76
1435-218, radec atca_cal, 14:38:09.469425, -22:04:54.748090
1436-167, radec atca_cal, 14:39:28.6749, -16:59:03.082
1437-153, radec atca_cal, 14:39:56.872054, -15:31:50.555240
j1442-5407, radec atca_cal, 14:42:32.51221, -54:07:52.9553
1442+101, radec atca_cal, 14:45:16.465213, 09:58:36.072440
1443-162, radec atca_cal, 14:45:53.376319, -16:29:01.619120
1445-162, radec atca_cal, 14:48:15.054162, -16:20:24.548880
1446+042, radec atca_cal, 14:48:50.361088, 04:02:19.892730
1448+093, radec atca_cal, 14:50:31.168946, 09:10:27.955220
j1450-5614, radec atca_cal, 14:50:35.06693, -56:14:52.8320
1450-338, radec atca_cal, 14:54:02.47340, -34:00:57.2137
1451-375, radec atca_cal, 14:54:27.409764, -37:47:33.144830
1451-400, radec atca_cal, 14:54:32.913, -40:12:32.51
j1456-5618, radec atca_cal, 14:56:04.22170, -56:18:37.3929
j1457-4248, radec atca_cal, 14:57:13.00348, -42:48:36.6799
1454-354, radec atca_cal, 14:57:26.70, -35:39:09.9
1455+080, radec atca_cal, 14:57:38.128708, 07:49:54.714990
1456+044, radec atca_cal, 14:58:59.356206, 04:16:13.820570
1456-367, radec atca_cal, 14:59:15.76376, -36:55:47.9374
1458-391, radec atca_cal, 15:01:34.75804, -39:18:39.4346
j1504-4248, radec atca_cal, 15:04:06.38942, -42:48:20.7463
1502+106, radec atca_cal, 15:04:24.979783, 10:29:39.198650
1502+036, radec atca_cal, 15:05:06.477161, 03:26:30.812610
1504-166, radec atca_cal, 15:07:04.786960, -16:52:30.267340
1505+044, radec atca_cal, 15:07:59.7320, 04:15:11.978
1505-49, radec atca_cal, 15:08:38.942, -49:53:02.42
1508-055, radec atca_cal, 15:10:53.591431, -05:43:07.417180
j1511-5203, radec atca_cal, 15:11:08.92607, -52:03:47.2505
1509+054, radec atca_cal, 15:11:41.2652, 05:18:09.264
1510-089, radec atca_cal, 15:12:50.532939, -09:05:59.829500
j1513-4221, radec atca_cal, 15:13:30.62182, -42:21:56.1044
1511-100, radec atca_cal, 15:13:44.893444, -10:12:00.264350
1511-210, radec atca_cal, 15:13:56.970129, -21:14:57.506900
1512+030, radec atca_cal, 15:14:34.7340, 02:52:48.493
1511-47, radec atca_cal, 15:14:40.015, -47:48:30.03
1511-55, radec atca_cal, 15:15:12.656, -55:59:33.15
1514+004, radec atca_cal, 15:16:40.219072, 00:15:01.908960
1514-241, radec atca_cal, 15:17:41.813132, -24:22:19.475940
1518+045, radec atca_cal, 15:21:22.543597, 04:20:30.133630
1519-273, radec atca_cal, 15:22:37.67598728, -27:30:10.7854811
1520-58, radec atca_cal, 15:24:51.12281, -59:03:39.7193
1524-136, radec atca_cal, 15:26:59.440733, -13:51:00.163560
j1531-5108, radec atca_cal, 15:31:43.72095, -51:08:59.7325
j1533-6837, radec atca_cal, 15:33:34.48787, -68:37:19.6509
j1534-5351, radec atca_cal, 15:34:20.66027, -53:51:13.4246
1532+016, radec atca_cal, 15:34:52.453675, 01:31:04.206570
j1535-4730, radec atca_cal, 15:35:52.24098, -47:30:22.9795
j1538-6525, radec atca_cal, 15:38:11.91520, -65:25:51.1963
1535+004, radec atca_cal, 15:38:15.953081, 00:19:05.324150
1536+046, radec atca_cal, 15:39:10.1047, 04:30:51.243
1540-077, radec atca_cal, 15:43:01.687567, -07:57:06.629160
1542+042, radec atca_cal, 15:44:59.427327, 04:07:46.357270
1543+005, radec atca_cal, 15:46:09.531474, 00:26:24.614080
j1546-6837, radec atca_cal, 15:46:44.34116, -68:37:29.8578
j1548-6401, radec atca_cal, 15:48:30.39693, -64:01:34.7927
1546+027, radec atca_cal, 15:49:29.436847, 02:37:01.163470
1548+056, radec atca_cal, 15:50:35.269240, 05:27:10.448230
1540-828, radec atca_cal, 15:50:59.144, -82:58:06.84
j1552-7614, radec atca_cal, 15:52:20.44222, -76:14:46.9326
1550-269, radec atca_cal, 15:54:02.469795, -27:04:40.233150
j1555-4522, radec atca_cal, 15:55:16.39424, -45:22:38.1510
1549-790, radec atca_cal, 15:56:58.871, -79:14:04.28
1555+001, radec atca_cal, 15:57:51.433973, -00:01:50.413710
1555-140, radec atca_cal, 15:58:21.948056, -14:09:59.050910
1554-64, radec atca_cal, 15:58:50.28448028, -64:32:29.6381117
1557+032, radec atca_cal, 15:59:30.972610, 03:04:48.256960
1600-48, radec atca_cal, 16:03:50.688, -49:04:05.74
1600-44, radec atca_cal, 16:04:31.02071648, -44:41:31.9731375
1602+014, radec atca_cal, 16:04:45.2917, 01:17:51.222
1602-174, radec atca_cal, 16:05:02.1926, -17:34:14.406
1604-333, radec atca_cal, 16:07:34.76236340, -33:31:8.9135251
1606+106, radec atca_cal, 16:08:46.203179, 10:29:07.775850
1607+268, radec atca_cal, 16:09:13.320753, 26:41:29.036380
1606-39, radec atca_cal, 16:10:21.87909, -39:58:58.3274
1611+343, radec atca_cal, 16:13:41.064249, 34:12:47.909090
1614+051, radec atca_cal, 16:16:37.556816, 04:59:32.736630
1613-586, radec atca_cal, 16:17:17.88951, -58:48:07.8604
j1617-5914, radec atca_cal, 16:17:41.95749, -59:14:35.9908
1610-771, radec atca_cal, 16:17:49.278, -77:17:18.46
1615+029, radec atca_cal, 16:17:49.908132, 02:46:43.105200
1616+063, radec atca_cal, 16:19:03.687684, 06:13:02.243570
1607-841, radec atca_cal, 16:19:33.97, -84:18:19.1
j1619-4228, radec atca_cal, 16:19:54.99960, -42:28:15.1694
1616-52, radec atca_cal, 16:20:17.840, -52:09:26.55
1621+078, radec atca_cal, 16:23:58.2523, 07:41:30.541
1621-115, radec atca_cal, 16:23:59.5170, -11:40:43.790
1621+058, radec atca_cal, 16:24:07.7339, 05:43:24.230
1619-680, radec atca_cal, 16:24:18.438, -68:09:12.50
1622-253, radec atca_cal, 16:25:46.891639, -25:27:38.326880
1622-310, radec atca_cal, 16:25:55.4381, -31:08:08.341
1622-297, radec atca_cal, 16:26:6.02083871, -29:51:26.9711475
1623-492, radec atca_cal, 16:27:03.86, -49:23:37.44
1624-61, radec atca_cal, 16:28:54.68986208, -61:52:36.3979984
j1628-49, radec atca_cal, 16:28:57.70, -49:36:25.00
1625-492, radec atca_cal, 16:29:23.39, -49:22:03.11
j1631-5256, radec atca_cal, 16:31:07.35146, -52:56:35.7493
j1631-4345, radec atca_cal, 16:31:37.93492, -43:45:25.2380
j1639-6044, radec atca_cal, 16:39:25.88072, -60:44:22.0390
1633-810, radec atca_cal, 16:42:57.34592790, -81:08:35.0706182
1641+074, radec atca_cal, 16:44:16.3304, 07:20:33.765
1643-223, radec atca_cal, 16:46:04.7335, -22:27:59.903
1642-645, radec atca_cal, 16:47:37.73881, -64:38:00.2735
1646+042, radec atca_cal, 16:49:27.6788, 04:12:03.979
1647+065, radec atca_cal, 16:49:50.4911, 06:26:53.444
1646-50, radec atca_cal, 16:50:16.635, -50:44:48.37
1648+084, radec atca_cal, 16:50:37.5622, 08:24:52.241
1647-296, radec atca_cal, 16:50:39.544144, -29:43:46.954940
1648+015, radec atca_cal, 16:51:03.662382, 01:29:23.458780
1649+063, radec atca_cal, 16:52:01.3998, 06:18:55.345
j1657-6121, radec atca_cal, 16:57:49.00912, -61:21:37.8586
1655+077, radec atca_cal, 16:58:09.011458, 07:41:27.540720
1656+053, radec atca_cal, 16:58:33.447350, 05:15:16.444450
1656-075, radec atca_cal, 16:58:44.0610, -07:39:17.629
j1659-5247, radec atca_cal, 16:59:02.41386, -52:47:14.3318
1657+054, radec atca_cal, 17:00:23.9556, 05:22:44.088
1657-261, radec atca_cal, 17:00:53.154055, -26:10:51.725110
1657-298, radec atca_cal, 17:01:09.7599, -29:54:39.229
j1701-5703, radec atca_cal, 17:01:27.23287, -57:03:01.9867
1657-56, radec atca_cal, 17:01:44.85813758, -56:21:55.9023100
1658-62, radec atca_cal, 17:03:36.54128095, -62:12:40.0089283
j1703-6511, radec atca_cal, 17:03:50.45352, -65:11:06.3292
j1704-5751, radec atca_cal, 17:04:18.06371, -57:51:01.6017
1705+018, radec atca_cal, 17:07:34.415277, 01:48:45.699230
1706+006, radec atca_cal, 17:08:44.6472, 00:35:09.500
1706-174, radec atca_cal, 17:09:34.345380, -17:28:53.364800
j1711-5028, radec atca_cal, 17:11:40.99293, -50:28:17.4079
1709-281, radec atca_cal, 17:12:57.0055, -28:09:33.056
1710-269, radec atca_cal, 17:13:31.2756, -26:58:52.523
j1713-3706, radec atca_cal, 17:13:44.63, -37:06:11.3
1711-251, radec atca_cal, 17:14:47.8570, -25:14:35.144
j1716-6045, radec atca_cal, 17:16:55.85125, -60:45:44.6688
j1717-5702, radec atca_cal, 17:17:02.05988, -57:02:16.8480
j1717-5155, radec atca_cal, 17:17:34.69203, -51:55:31.9248
1714-336, radec atca_cal, 17:17:36.0300, -33:42:08.764
1714-397, radec atca_cal, 17:17:38.5977, -39:48:52.586
j1718-5815, radec atca_cal, 17:18:37.79497, -58:15:39.8772
j1718-6239, radec atca_cal, 17:18:58.35929, -62:39:45.7913
1716+070, radec atca_cal, 17:19:10.9335, 06:58:15.745
