1Jy 1137+66 | *3C263.0, radec J2000, 11:39:57.97, 65:47:47.1, (38 31400 3.39 -0.9 0 0 -1.43 -1)
1Jy 1142+19 | *3C264, radec J2000, 11:45:05.00, 19:36:35.5, (13 10695 3.38 -0.83)
1Jy 1143-48, radec J2000, 11:45:30.82, -48:36:12.2, (408 5009 2.47 -0.64)
1Jy 1143-245, radec J2000, 11:46:08.14, -24:47:33.6, (800.0 31400 2.2 -0.6)
1Jy 1144-379, radec J2000, 11:47:01.38, -38:12:11.0, (800.0 31400 -1.723 0.5108)
1Jy 1145-071, radec J2000, 11:47:51.56, -7:24:40.8, (800.0 31400 0.46 -0.13)
1Jy 1147+24, radec J2000, 11:50:19.22, 24:17:53.7, (318 90000 -0.27 0.05)
1Jy 1148-00, radec J2000, 11:50:43.87, -0:23:54.4, (318 90000 3.09 -0.68 0 0 -10.33 -1)
1Jy 1150+81, radec J2000, 11:53:12.49, 80:58:28.9, (408 31400 -0.73 0.15 0 0 9.44 -1)
1Jy 1150+49, radec J2000, 11:53:24.54, 49:31:08.9, (365 31400 1.256 -0.3027)
1Jy 1151-34, radec J2000, 11:54:21.70, -35:05:29.5, (468 31400 4.31 -0.98 0 0 -10.01 -1)
1Jy 1157+73 | *3C268.1, radec J2000, 12:00:20.16, 73:00:45.6, (38 31400 2.54 -0.48 0 0 -0.01 1)
1Jy 1202-26, radec J2000, 12:05:02.95, -26:34:09.7, (365 31400 -1.6 0.33 0 0 18.08 -1)
1Jy 1203+64 | *3C268.3, radec J2000, 12:06:24.70, 64:13:36.8, (178 31400 5 -1.27 0 0 -10.12 -1)
1Jy 1213+35, radec J2000, 12:15:55.72, 34:48:15.7, (318 31400 1.3 -0.35)
1Jy 1213-17, radec J2000, 12:15:46.69, -17:31:45.0, (365 89600 -1.62 0.4 0 0 13.69 -1)
1Jy 1216+48, radec J2000, 12:19:06.42, 48:29:56.0, (408 31400 -0.17 0.05)
1Jy 1216+06 | *3C270.0, radec J2000, 12:19:24.01, 5:49:20.9, (12 31400 2.98 -0.53)
1Jy 1221-42, radec J2000, 12:23:43.80, -42:35:25.7, (468 5009 2.41 -0.64)
1Jy 1222+13 | *3C272.1, radec J2000, 12:25:03.66, 12:53:09.2, (38 31400 2.73 -0.61)
1Jy 1226+02 | *3C273.0, radec J2000, 12:29:06.70, 2:03:08.5, (12 90000 1.772 -0.03655)
1Jy 1228+12 | *3C274.0, radec J2000, 12:30:49.42, 12:23:27.9, (10 90000 4.93 -0.83)
1Jy 1229-02, radec J2000, 12:32:00.02, -2:24:05.1, (12 31400 1.39 -0.4 0 0 3.98 -1)
1Jy 1237-10, radec J2000, 12:39:43.06, -10:23:28.8, (327 31400 2.99 -0.71 0 0 -11.3 -1)
1Jy 1239-04 | *3C275.0, radec J2000, 12:42:19.50, -4:46:18.7, (80 14900 3.623 -0.9835)
1Jy 1243-072, radec J2000, 12:46:04.19, -7:30:47.1, (800.0 10695 -0.7 0.2)
1Jy 1244-255, radec J2000, 12:46:46.84, -25:47:51.0, (408 31400 2.21 -0.83 0 0 0.02 1)
1Jy 1245-19, radec J2000, 12:48:23.90, -19:59:18.9, (365 31400 4.31 -0.98 0 0 -11.13 -1)
1Jy 1246-41, radec J2000, 12:48:49.04, -41:18:42.5, (80 31400 3.3 -0.86)
1Jy 1250+56 | *3C277.1, radec J2000, 12:52:26.35, 56:34:19.6, (178 14900 3.69 -0.99 0 0 -4.48 -1)
1Jy 1251+27 | *3C277.3, radec J2000, 12:54:11.72, 27:37:32.1, (26 14900 2.63 -0.69)
1Jy 1251-12 | *3C278.0, radec J2000, 12:54:36.65, -12:33:28.3, (14 31400 3.45 -0.81)
1Jy 1252+11, radec J2000, 12:54:38.24, 11:41:05.4, (365 31400 -0.08 0.04)
1Jy 1253-05 | *3C279.0, radec J2000, 12:56:11.17, -5:47:21.7, (14 90000 0.9155 0.05333)
1Jy 1254+47 | *3C280.0, radec J2000, 12:56:57.56, 47:20:20.3, (26 31400 3.91 -0.99 0 0 -2.47 -1)
1Jy 1255-316, radec J2000, 12:57:59.07, -31:55:17.1, (800.0 31400 6 -1.28 0 0 -44.85 -1)
1Jy 1302-102, radec J2000, 13:05:33.18, -10:33:24.5, (800.0 31400 -0.5172 0.1395)
1Jy 1306-09, radec J2000, 13:08:39.17, -9:50:31.7, (20 87200 2.96 -0.73)
1Jy 1308+32, radec J2000, 13:10:28.69, 32:20:42.9, (318 90000 -0.4758 0.1988)
1Jy 1308-22 | *3C283.0, radec J2000, 13:11:39.44, -22:16:38.0, (80 31400 5.86 -1.52 0 0 -7.58 -1)
1Jy 1313-333, radec J2000, 13:16:07.99, -33:38:59.3, (800.0 31400 5.11 -0.99 0 0 -52.33 -1)
1Jy 1318-434, radec J2000, 13:21:12.35, -43:42:39.4, (800.0 31400 2.57 -0.61)
1Jy 1320-446, radec J2000, 13:23:04.25, -44:52:33.6, (800.0 5009 3.366 -0.907)
1Jy 1322-42, radec J2000, 13:25:32.06, -43:03:59.8, (80 31400 5.44 -0.92 0 0 -3.52 -1)
1Jy 1323+32, radec J2000, 13:26:16.55, 31:54:10.1, (318 10695 3.76 -0.86 0 0 -8.37 -1)
1Jy 1328+30 | *3C286, radec J2000, 13:31:08.28, 30:30:32.9, (26 22000 2.871 -0.5448)
1Jy 1328+25 | *3C287, radec J2000, 13:30:37.68, 25:09:10.9, (26 15000 3.11 -0.69 0 0 -2.04 -1)
1Jy 1330+02 | *3C287.1, radec J2000, 13:32:56.29, 2:00:49.2, (12 31400 1.93 -0.49 0 0 1.9 -1)
1Jy 1332-33, radec J2000, 13:35:49.65, -33:53:12.6, (408 5009 3.56 -0.87)
1Jy 1333-33, radec J2000, 13:36:37.34, -33:58:01.2, (160 31400 2.62 -0.62)
1Jy 1334-33, radec J2000, 13:37:39.16, -34:09:27.4, (800.0 5009 -0.169 0.18)
1Jy 1335-06, radec J2000, 13:38:08.01, -6:27:09.6, (12 10695 4.06 -1.08 0 0 -2.61 -1)
1Jy 1345+12, radec J2000, 13:47:33.38, 12:17:23.8, (365 31400 3.28 -0.73 0 0 -6.31 -1)
1Jy 1350+31 | *3C293, radec J2000, 13:52:17.86, 31:26:46.7, (26 14900 3.33 -0.81 0 0 -2.36 -1)
1Jy 1352-104, radec J2000, 13:54:46.61, -10:41:03.3, (408 10695 1.068 -0.3164)
1Jy 1354+19, radec J2000, 13:57:04.38, 19:19:07.8, (17 89600 1.106 -0.2406)
1Jy 1354-152, radec J2000, 13:57:11.24, -15:27:28.6, (408 31400 -0.1203 0.08342)
1Jy 1355-41, radec J2000, 13:58:59.86, -41:52:50.3, (80 31400 3.13 -0.8)
1Jy 1358+62, radec J2000, 14:00:28.59, 62:10:40.1, (408 10695 4.34 -1.03 0 0 -11.69 -1)
1Jy 1404+28, radec J2000, 14:07:00.39, 28:27:14.5, (430 90000 -2.4 0.7345)
1Jy 1406-076, radec J2000, 14:08:56.56, -7:52:28.7, (408 10695 2.39 -0.55 0 0 -15.16 -1)
1Jy 1409+52 | *3C295.0, radec J2000, 14:11:20.65, 52:12:09.0, (26 31400 4.224 -0.9238)
1Jy 1413+34, radec J2000, 14:16:04.20, 34:44:36.4, (365 10695 5.65 -1.33 0 0 -26.21 -1)
1Jy 1414+11 | *3C296.0, radec J2000, 14:16:50.67, 10:48:01.5, (13 5009 2.68 -0.65)
1Jy 1416+06 | *3C298.0, radec J2000, 14:19:08.24, 6:28:34.5, (12 14900 4.133 -1.06)
1Jy 1418+54, radec J2000, 14:19:46.60, 54:23:14.4, (408 90000 -1.56 0.37 0 0 7.73 -1)
1Jy 1420+19 | *3C300, radec J2000, 14:23:00.92, 19:35:18.6, (13 14900 3.76 -0.99 0 0 -1.51 -1)
1Jy 1424-41, radec J2000, 14:27:56.15, -42:06:16.9, (800.0 31400 1.439 -0.2936)
1Jy 1434+03, radec J2000, 14:36:57.11, 3:24:13.7, (38 22000 2.65 -0.7)
1Jy 1435+63, radec J2000, 14:36:45.77, 63:36:37.8, (408 31400 1.1 -0.29)
1Jy 1442+101, radec J2000, 14:45:16.46, 9:58:35.7, (365 22000 4.65 -1.12 0 0 -18.17 -1)
1Jy 1451-375, radec J2000, 14:54:27.41, -37:47:33.1, (800.0 31400 0.84 -0.1787)
1Jy 1453-10, radec J2000, 14:55:55.10, -11:08:56.3, (14 10695 3.88 -1 0 0 -2.36 -1)
1Jy 1458+71 | *3C309.1, radec J2000, 14:59:07.60, 71:40:19.7, (38 31400 3.47 -0.78 0 0 -2.87 -1)
1Jy 1502+26 | *3C310, radec J2000, 15:04:57.11, 26:00:58.3, (26 10695 3.49 -0.66 0 0 -0.02 1)
1Jy 1502+10, radec J2000, 15:04:24.97, 10:29:39.1, (365 90000 -0.3051 0.1743)
1Jy 1504+37, radec J2000, 15:06:09.52, 37:30:50.9, (408 90000 0.3909 -0.09501)
1Jy 1504-167, radec J2000, 15:07:04.85, -16:52:29.1, (365 31400 0.9047 -0.1493)
1Jy 1508+08 | *3C313.0, radec J2000, 15:11:00.20, 7:51:40.2, (16 5009 3.33 -0.87)
1Jy 1508-05, radec J2000, 15:10:53.56, -5:43:07.5, (178 31400 2.67 -0.61 0 0 -2.8 -1)
1Jy 1510-08, radec J2000, 15:12:50.55, -9:06:00.3, (365 90000 0.7961 -0.1011)
1Jy 1511+26 | *3C315, radec J2000, 15:13:40.07, 26:07:31.2, (26 10695 3.28 -0.85)
1Jy 1514+00, radec J2000, 15:16:40.17, 0:15:10.5, (14 31400 1.85 -0.453)
1Jy 1514-24, radec J2000, 15:17:41.78, -24:22:19.3, (408 90000 0.7374 -0.1125)
1Jy 1518+047, radec J2000, 15:21:14.39, 4:30:21.3, (408 10695 11.15 -2.68 0 0 -48.51 -1)
1Jy 1519-273, radec J2000, 15:22:37.66, -27:30:10.2, (800.0 31400 9.28 -1.9 0 0 -76.32 -1)
1Jy 1524-13, radec J2000, 15:26:59.45, -13:51:01.4, (750 22000 2.79 -0.74)
1Jy 1529+24 | *3C321, radec J2000, 15:31:50.76, 24:02:43.5, (26 31400 3.45 -0.91 0 0 -0.94 -1)
1Jy 1532+01, radec J2000, 15:34:52.46, 1:31:03.7, (318 90000 0.6183 -0.1712)
1Jy 1538+14, radec J2000, 15:40:49.43, 14:47:46.1, (318 90000 0.6085 -0.1042)
1Jy 1541-82, radec J2000, 15:51:02.29, -82:57:57.4, (800.0 5009 -0.5684 0.1989)
1Jy 1546+027, radec J2000, 15:49:29.42, 2:37:01.3, (408 90000 -0.3926 0.1347)
1Jy 1547-79, radec J2000, 15:55:21.41, -79:40:35.6, (800.0 5009 2.567 -0.651)
1Jy 1548+056, radec J2000, 15:50:35.23, 5:27:11.6, (408 31400 0.8038 -0.129)
1Jy 1549-79, radec J2000, 15:56:58.57, -79:14:09.9, (468 8870 1.36 -0.27 0 0 6.8 -1)
1Jy 1550-269, radec J2000, 15:54:02.59, -27:04:45.8, (800.0 31400 1.04 -0.26)
1Jy 1555+001, radec J2000, 15:57:51.43, -0:01:50.5, (408 90000 -0.1485 0.1029)
1Jy 1559+02 | *3C327.0, radec J2000, 16:02:30.22, 1:57:59.6, (38 22000 3.43 -0.7889)
1Jy 1600+33, radec J2000, 16:02:07.33, 33:26:53.5, (318 90000 1.089 -0.222)
1Jy 1602+01 | *3C327.1, radec J2000, 16:04:45.35, 1:17:51.1, (38 14900 4.62 -1.2 0 0 -4.45 -1)
1Jy 1602-09, radec J2000, 16:05:26.44, -9:27:14.6, (38 5009 3.05 -0.79)
1Jy 1606+10, radec J2000, 16:08:46.10, 10:29:08.2, (318 31400 0.8892 -0.221)
1Jy 1607+26, radec J2000, 16:09:13.31, 26:41:29.0, (318 15300 9.54 -2.23 0 0 -43.24 -1)
1Jy 1609+66 | *3C330.0, radec J2000, 16:09:37.28, 65:56:45.9, (38 14900 4.2 -1.02 0 0 -3.75 -1)
1Jy 1610-77, radec J2000, 16:17:49.50, -77:17:18.4, (800.0 8870 1.06 -0.13)
1Jy 1611+34, radec J2000, 16:13:41.04, 34:12:47.8, (365 90000 0.9928 -0.176)
1Jy 1619-680, radec J2000, 16:24:18.95, -68:09:09.7, (800.0 5009 0.03985 0.06207)
1Jy 1622-29, radec J2000, 16:26:06.03, -29:51:26.8, (800.0 31400 0.4651 -0.0586)
1Jy 1622-253, radec J2000, 16:25:45.08, -25:27:30.8, (408 31400 2.1 -0.74 0 0 0.02 1)
1Jy 1624+41, radec J2000, 16:25:57.62, 41:34:40.3, (365 87200 1.22 -0.3)
1Jy 1633+38, radec J2000, 16:35:15.47, 38:08:04.4, (365 90000 -0.002026 0.1133)
1Jy 1634+62 | *3C343.0, radec J2000, 16:34:33.78, 62:45:35.8, (178 14900 5.62 -1.39 0 0 -12.87 -1)
1Jy 1637+62 | *3C343.1, radec J2000, 16:38:28.17, 62:34:44.2, (178 14900 5.92 -1.48 0 0 -13.54 -1)
1Jy 1637+57, radec J2000, 16:38:13.44, 57:20:24.0, (408 90000 -0.6104 0.1968)
1Jy 1637-77, radec J2000, 16:44:20.06, -77:15:41.9, (468 5009 2.96 -0.68)
1Jy 1638+39, radec J2000, 16:40:29.62, 39:46:46.0, (365 31400 -0.2505 0.07452)
1Jy 1638+12, radec J2000, 16:40:47.93, 12:20:02.0, (318 31400 3.49 -0.88 0 0 -9.32 -1)
1Jy 1641+39 | *3C345.0, radec J2000, 16:42:58.80, 39:48:36.9, (26 90000 0.7338 0.05422)
1Jy 1641+17 | *3C346, radec J2000, 16:43:48.68, 17:15:49.0, (20 31400 2.72 -0.68)
1Jy 1642+69, radec J2000, 16:42:07.79, 68:56:39.7, (408 90000 -0.3482 0.1651)
1Jy 1648+015, radec J2000, 16:51:03.68, 1:29:05.8, (408 22000 1.36 -0.4)
1Jy 1648+05 | *3C348.0, radec J2000, 16:51:08.67, 4:59:30.3, (12 31400 4.57 -0.84 0 0 -0.01 1)
1Jy 1652+39, radec J2000, 16:53:52.23, 39:45:36.0, (365 90000 0.61 -0.13)
1Jy 1655+077, radec J2000, 16:58:09.03, 7:41:26.8, (365 31400 -0.84 0.23 0 0 7.96 -1)
1Jy 1655-77, radec J2000, 17:02:42.02, -77:41:57.2, (468 5009 2.51 -0.68)
1Jy 1656+053, radec J2000, 16:58:33.44, 5:15:16.6, (365 31400 -0.04481 0.1139)
1Jy 1658+47 | *3C349.0, radec J2000, 16:59:29.54, 47:02:44.1, (38 14900 2.99 -0.79)
1Jy 1704+60 | *3C351.0, radec J2000, 17:04:42.32, 60:44:49.6, (38 31400 2.98 -0.78)
1Jy 1717-00 | *3C353.0, radec J2000, 17:20:30.48, -0:58:51.4, (10 31400 3.955 -0.7006)
1Jy 1718-649, radec J2000, 17:23:41.07, -65:00:34.8, (800.0 5009 0.8723 -0.07875)
1Jy 1721-02, radec J2000, 17:24:36.65, -2:41:02.6, (178 5009 1.85 -0.48)
1Jy 1725+044, radec J2000, 17:28:24.93, 4:27:04.9, (408 10695 -2.8 1.14 0 0 -0.04 1)
1Jy 1726+31 | *3C357, radec J2000, 17:28:18.47, 31:46:14.4, (26 14900 3.51 -0.93 0 0 -3.4 -1)
1Jy 1732+38, radec J2000, 17:34:20.57, 38:57:51.4, (408 31400 -0.3091 0.07769)
1Jy 1733-56, radec J2000, 17:37:37.25, -56:33:44.0, (635 5009 1.42 -0.32 0 0 11.39 -1)
1Jy 1737-60, radec J2000, 17:42:01.85, -60:55:23.6, (800.0 5009 2.568 -0.6801)
1Jy 1739+52, radec J2000, 17:40:36.96, 52:11:43.4, (408 90000 0.008092 0.02402)
1Jy 1740-517, radec J2000, 17:44:27.15, -51:44:36.6, (800.0 5009 2.963 -0.6702)
1Jy 1741-03, radec J2000, 17:43:58.86, -3:50:04.7, (365 31400 -0.3793 0.2023)
1Jy 1749+70, radec J2000, 17:48:32.80, 70:05:50.6, (408 31400 0.338 -0.05355)
1Jy 1749+09, radec J2000, 17:51:32.81, 9:39:00.6, (318 90000 -0.6662 0.2067)
1Jy 1751+44, radec J2000, 17:53:22.64, 44:09:45.7, (408 31400 -0.6327 0.1556)
1Jy 1800+44, radec J2000, 18:01:32.32, 44:04:21.1, (408 31400 0.2714 -0.09048)
1Jy 1803+78, radec J2000, 18:00:45.62, 78:28:03.9, (408 31400 -0.1352 0.1385)
1Jy 1807+69 | *3C371.0, radec J2000, 18:06:50.65, 69:49:28.0, (178 90000 0.8826 -0.1552)
1Jy 1814-63, radec J2000, 18:19:35.19, -63:45:45.9, (635 8870 3.92 -0.89)
1Jy 1815-554, radec J2000, 18:19:48.85, -55:21:18.6, (800.0 5009 0.2184 -0.0238)
1Jy 1823+56, radec J2000, 18:24:07.09, 56:51:01.4, (408 90000 0.2684 -0.02077)
1Jy 1828+48 | *3C380.0, radec J2000, 18:29:31.81, 48:44:46.5, (26 31400 3.165 -0.6294)
1Jy 1829+29, radec J2000, 18:31:15.03, 29:07:11.5, (318 15300 4.53 -1.13 0 0 -11.34 -1)
1Jy 1829-718, radec J2000, 18:35:38.00, -71:49:52.6, (800.0 5009 3.826 -1.032)
1Jy 1830+28, radec J2000, 18:32:50.16, 28:33:41.5, (178 31400 0.09 -0.08 0 0 8.81 -1)
1Jy 1831-711, radec J2000, 18:37:31.20, -71:08:43.2, (800.0 5009 0.6962 -0.1678)
1Jy 1832+47 | *3C381.0, radec J2000, 18:33:46.15, 47:27:20.7, (26 14900 2.98 -0.77)
1Jy 1839-48, radec J2000, 18:43:15.45, -48:36:43.1, (80 5009 2.82 -0.73)
1Jy 1842+45 | *3C388.0, radec J2000, 18:44:02.39, 45:33:29.7, (26 14900 4.05 -1 0 0 -3.19 -1)
1Jy 1845+79 | *3C390.3, radec J2000, 18:42:17.07, 79:45:56.4, (38 31400 3.8 -0.8695)
1Jy 1903-80, radec J2000, 19:12:41.29, -80:09:53.6, (800.0 8870 -0.25 0.13)
1Jy 1928+73, radec J2000, 19:27:48.46, 73:58:01.4, (800.0 31400 -0.75 0.5 0 0 -0.01 1)
1Jy 1929-397, radec J2000, 19:33:24.64, -39:40:35.5, (800.0 31400 2.571 -0.6925)
1Jy 1932-46, radec J2000, 19:35:57.04, -46:20:43.7, (80 8870 4.25 -1)
1Jy 1933-400, radec J2000, 19:37:16.21, -39:58:01.1, (800.0 31400 0.19 -0.04)
1Jy 1934-63, radec J2000, 19:39:25.08, -63:42:42.6, (468 8870 13.53 -3 0 0 -67.11 -1)
1Jy 1936-15, radec J2000, 19:39:26.41, -15:25:34.0, (408 31400 3.93 -0.8 0 0 -33.11 -1)
1Jy 1936-623, radec J2000, 19:41:25.38, -62:11:20.6, (800.0 8870 1.572 -0.4296)
1Jy 1938-15, radec J2000, 19:41:15.16, -15:24:32.3, (80 31400 5.62 -1.35 0 0 -11.82 -1)
1Jy 1939+60 | *3C401.0, radec J2000, 19:40:25.03, 60:41:36.6, (178 14900 4.86 -1.22 0 0 -7.41 -1)
1Jy 1949+02 | *3C403.0, radec J2000, 19:52:15.39, 2:30:28.2, (38 22000 3.018 -0.7165)
1Jy 1954+51, radec J2000, 19:55:42.70, 51:31:48.8, (408 31400 1.359 -0.339)
1Jy 1954-55, radec J2000, 19:58:17.20, -55:09:33.8, (468 5009 3.41 -0.82)
1Jy 1954-388, radec J2000, 19:57:59.78, -38:45:05.4, (800.0 31400 0.13 0.03)
1Jy 1958-179, radec J2000, 20:00:57.11, -17:48:57.1, (327 10695 -0.3796 0.1096)
1Jy 2000-330, radec J2000, 20:03:24.05, -32:51:45.3, (800.0 31400 -2.809 0.7754)
1Jy 2005-489, radec J2000, 20:09:26.23, -48:49:55.2, (800.0 5009 -0.8006 0.2407)
1Jy 2007+77, radec J2000, 20:05:30.95, 77:52:43.2, (408 31400 -0.2508 0.06706)
1Jy 2008-068, radec J2000, 20:11:14.22, -6:44:03.7, (408 10695 7.52 -1.77 0 0 -35.74 -1)
1Jy 2008-159, radec J2000, 20:11:15.69, -15:46:39.6, (408 31400 -0.4048 0.123)
1Jy 2020-57, radec J2000, 20:24:20.82, -57:23:35.5, (408 5009 2.76 -0.74)
1Jy 2021+61, radec J2000, 20:22:06.64, 61:36:58.8, (408 31400 -0.43 0.31 0 0 -0.01 1)
1Jy 2029+121, radec J2000, 20:31:54.97, 12:19:41.3, (408 10695 1.56 -0.37 0 0 -8.05 -1)
1Jy 2032-35, radec J2000, 20:35:47.56, -34:54:04.9, (80 31400 3.19 -0.78)
1Jy 2037-253, radec J2000, 20:40:08.71, -25:07:44.5, (408 10695 0.72 -0.23)
1Jy 2044-02 | *3C422.0, radec J2000, 20:47:10.25, -2:36:24.3, (178 22000 2.4 -0.65)
1Jy 2052-47, radec J2000, 20:56:16.77, -47:14:57.2, (800.0 8870 1.72 -0.37)
1Jy 2053-20, radec J2000, 20:56:04.24, -19:56:34.0, (327 10695 4.97 -1.29 0 0 -10.79 -1)
1Jy 2058-28, radec J2000, 21:01:38.12, -28:01:59.7, (80 5009 3.4 -0.84)
1Jy 2104+76 | *3C427.1, radec J2000, 21:04:07.51, 76:33:06.8, (38 14900 4.93 -1.3 0 0 -5.71 -1)
1Jy 2104-25, radec J2000, 21:07:20.68, -25:26:59.2, (80 31400 5.18 -1.2 0 0 -7.14 -1)
1Jy 2106-413, radec J2000, 21:09:33.18, -41:10:18.4, (800.0 31400 2.43 -0.42 0 0 -22.46 -1)
1Jy 2113+29, radec J2000, 21:15:29.43, 29:33:36.8, (318 31400 -1.17 0.41 0 0 -0.01 1)
1Jy 2121+24 | *3C433, radec J2000, 21:23:44.54, 25:04:10.1, (26 31400 4.35 -1 0 0 -2.44 -1)
1Jy 2126-15, radec J2000, 21:29:12.29, -15:38:44.5, (800.0 31400 3.79 -1.22 0 0 0.02 1)
1Jy 2128+04, radec J2000, 21:30:32.90, 5:02:17.5, (318 31400 1.659 -0.3572)
1Jy 2128-12, radec J2000, 21:31:35.30, -12:07:07.9, (408 31400 -0.1777 0.1412)
1Jy 2131-021, radec J2000, 21:34:10.52, -1:53:18.0, (365 31400 0.1944 0.03468)
1Jy 2134+00, radec J2000, 21:36:38.56, 0:41:54.5, (318 31400 -1.771 0.735)
1Jy 2135-14, radec J2000, 21:37:44.63, -14:32:55.1, (80 31400 3.23 -0.84)
1Jy 2135-209, radec J2000, 21:37:50.18, -20:42:27.9, (408 31400 4.79 -1.19 0 0 -9.95 -1)
1Jy 2136+14, radec J2000, 21:39:01.30, 14:23:36.1, (318 31400 -0.26 0.09)
1Jy 2140-81, radec J2000, 21:47:24.09, -81:26:09.7, (800.0 5009 2.701 -0.7299)
1Jy 2142-75, radec J2000, 21:47:14.93, -75:36:20.0, (800.0 8870 1.294 -0.3266)
1Jy 2144+09, radec J2000, 21:47:10.20, 9:29:46.6, (318 89600 -1 0.23 0 0 4.73 -1)
1Jy 2145+06, radec J2000, 21:48:05.46, 6:57:38.7, (318 31400 0.2216 0.08914)
1Jy 2149+05, radec J2000, 21:51:37.89, 5:52:13.1, (318 31400 1.47 -0.3 0 0 -14.51 -1)
1Jy 2149-28, radec J2000, 21:52:03.84, -28:28:29.6, (800.0 31400 3.72 -0.99)
1Jy 2149-306, radec J2000, 21:51:55.53, -30:27:53.3, (800.0 31400 0.37 -0.09)
1Jy 2150+17, radec J2000, 21:52:24.77, 17:34:37.7, (15 87200 -0.02497 -0.005362)
1Jy 2150-52, radec J2000, 21:54:07.05, -51:50:12.7, (408 5009 2.87 -0.75)
1Jy 2153+37 | *3C438.0, radec J2000, 21:55:52.29, 38:00:30.2, (26 31400 5.19 -1.32 0 0 -4.07 -1)
1Jy 2153-69, radec J2000, 21:57:09.61, -69:41:28.7, (468 5009 3.99 -0.79)
1Jy 2155-152, radec J2000, 21:58:06.40, -15:01:07.2, (408 90000 0.3939 -0.04197)
1Jy 2200+42, radec J2000, 22:02:43.28, 42:16:40.1, (408 90000 -0.03227 0.2004)
1Jy 2201+31, radec J2000, 22:03:14.96, 31:45:38.4, (318 90000 0.4372 -0.02282)
1Jy 2203-18, radec J2000, 22:06:10.39, -18:35:38.2, (80 31400 1.982 -0.3691)
1Jy 2204-54, radec J2000, 22:07:43.71, -53:46:28.9, (468 5009 -2.42 0.65 0 0 17.16 -1)
1Jy 2206-237, radec J2000, 22:09:20.10, -23:31:52.4, (800.0 10695 3 -0.83)
1Jy 2209+08, radec J2000, 22:12:01.40, 8:19:16.2, (178 31400 0.38 -0.15 0 0 8.64 -1)
1Jy 2210+01, radec J2000, 22:12:38.01, 1:52:51.2, (318 22000 5.04 -1.24 0 0 -15.99 -1)
1Jy 2210-25, radec J2000, 22:13:02.59, -25:29:31.3, (408 31400 0.28 -0.07)
1Jy 2211-17 | *3C444.0, radec J2000, 22:14:25.56, -17:01:38.5, (80 5009 5.21 -1.29 0 0 -3.83 -1)
1Jy 2216-03, radec J2000, 22:18:52.10, -3:35:37.1, (365 90000 -1.15 0.3874)
1Jy 2221-02 | *3C445.0, radec J2000, 22:23:50.45, -2:06:44.0, (12 5009 2.97 -0.711)
1Jy 2223+21, radec J2000, 22:25:38.02, 21:18:06.1, (318 31400 2.58 -0.63 0 0 -5.83 -1)
1Jy 2223-05 | *3C446.0, radec J2000, 22:25:47.25, -4:57:01.3, (20 90000 1.744 -0.2911)
1Jy 2226-41, radec J2000, 22:29:19.02, -40:51:32.5, (80 31400 2.73 -0.72)
1Jy 2227-08, radec J2000, 22:29:40.19, -8:32:59.1, (408 31400 -0.1929 0.1078)
1Jy 2227-399, radec J2000, 22:30:40.28, -39:42:52.1, (800.0 31400 -0.1524 0.04691)
1Jy 2229+39 | *3C449.0, radec J2000, 22:31:20.53, 39:21:30.4, (178 31400 2.53 -0.63)
1Jy 2230+11, radec J2000, 22:32:36.41, 11:43:50.9, (318 31400 2.052 -0.403)
1Jy 2234+28, radec J2000, 22:36:22.44, 28:28:55.3, (408 31400 0.04295 0.00674)
1Jy 2240-260, radec J2000, 22:43:26.40, -25:44:29.6, (408 31400 1.001 -0.3088)
1Jy 2243+39 | *3C452.0, radec J2000, 22:45:47.76, 39:41:19.4, (26 31400 4.32 -1.02 0 0 -1.83 -1)
1Jy 2243-123, radec J2000, 22:46:18.20, -12:06:51.9, (408 31400 -0.08739 0.1299)
1Jy 2245-328, radec J2000, 22:48:38.62, -32:35:50.1, (800.0 31400 2.18 -0.37 0 0 -18.97 -1)
1Jy 2247+14, radec J2000, 22:50:24.96, 14:19:51.4, (318 31400 1.74 -0.46)
1Jy 2247+11, radec J2000, 22:49:54.81, 11:36:39.1, (13 31400 1.97 -0.53 0 0 2.5 -1)
1Jy 2250-41, radec J2000, 22:53:03.16, -40:57:46.2, (80 5009 3.33 -0.87)
1Jy 2251+15 | *3C454.3, radec J2000, 22:53:57.74, 16:08:53.6, (17 90000 1.256 -0.04585)
1Jy 2252-53, radec J2000, 22:55:50.14, -52:45:38.9, (800.0 5009 3.083 -0.83)
1Jy 2254+07, radec J2000, 22:57:17.29, 7:43:11.9, (318 31400 -0.6921 0.1519)
1Jy 2255+41, radec J2000, 22:57:22.03, 41:54:17.1, (408 87200 2.07 -0.56)
1Jy 2255-282, radec J2000, 22:58:05.83, -27:58:17.3, (800.0 31400 -0.86 0.31)
1Jy 2311-452, radec J2000, 23:14:09.28, -44:55:48.7, (800.0 5000 1.578 -0.3813)
1Jy 2314+03 | *3C459, radec J2000, 23:16:35.14, 4:05:18.5, (14 31400 4.35 -1.13 0 0 -2.62 -1)
1Jy 2317-27, radec J2000, 23:19:54.95, -27:28:00.9, (80 5009 2.83 -0.74)
1Jy 2318+04, radec J2000, 23:20:44.85, 5:13:49.9, (318 31400 -0.5413 0.1593)
1Jy 2319+27, radec J2000, 23:21:59.86, 27:32:46.6, (318 31400 0.68 -0.2)
1Jy 2323+43, radec J2000, 23:25:42.31, 43:46:58.9, (408 31400 1.85 -0.5)
